email_id,email_text,email_version,hour,weekday,user_country,user_past_purchases,email_opened,link_clicked,group
966622,long_email,personalized,12,Sunday,UK,2,1,1,Treatment
777221,long_email,personalized,11,Wednesday,US,2,0,0,Treatment
493711,short_email,generic,6,Monday,UK,1,0,0,Treatment
694933,long_email,generic,8,Saturday,US,2,0,0,Treatment
485760,long_email,personalized,5,Monday,US,4,0,0,Treatment
592665,short_email,personalized,23,Wednesday,US,3,0,0,Treatment
34148,long_email,personalized,10,Tuesday,US,4,0,0,Treatment
539337,short_email,generic,8,Monday,US,9,0,0,Treatment
946872,long_email,personalized,5,Saturday,US,3,0,0,Treatment
255145,short_email,generic,8,Tuesday,US,3,0,0,Treatment
806748,long_email,personalized,14,Tuesday,US,4,0,0,Treatment
117471,long_email,personalized,5,Saturday,US,1,1,0,Treatment
284630,short_email,generic,13,Sunday,US,2,0,0,Treatment
153270,long_email,personalized,12,Saturday,US,9,0,0,Treatment
681467,short_email,generic,3,Monday,UK,6,0,0,Treatment
916742,short_email,generic,3,Tuesday,US,0,0,0,Treatment
270771,long_email,generic,3,Tuesday,US,10,0,0,Treatment
753655,short_email,personalized,11,Monday,UK,6,0,0,Treatment
364825,short_email,personalized,6,Friday,UK,3,1,0,Treatment
225112,long_email,generic,7,Friday,US,4,0,0,Treatment
711417,short_email,generic,5,Saturday,UK,3,0,0,Treatment
171285,long_email,generic,5,Saturday,US,2,0,0,Treatment
532267,long_email,personalized,17,Saturday,US,3,0,0,Treatment
173215,short_email,personalized,11,Monday,US,5,0,0,Treatment
216547,long_email,generic,11,Saturday,US,7,0,0,Treatment
920674,short_email,personalized,5,Saturday,US,9,0,0,Treatment
644508,long_email,generic,12,Tuesday,US,7,1,0,Treatment
587637,short_email,personalized,13,Saturday,ES,4,0,0,Treatment
423904,long_email,generic,5,Tuesday,US,4,0,0,Treatment
148211,long_email,personalized,6,Tuesday,US,4,0,0,Treatment
505343,short_email,personalized,15,Friday,FR,2,0,0,Treatment
138699,short_email,generic,11,Tuesday,FR,12,0,0,Treatment
849,short_email,generic,16,Tuesday,US,5,1,1,Treatment
35004,short_email,personalized,8,Tuesday,US,6,0,0,Treatment
340510,short_email,personalized,1,Thursday,UK,2,0,0,Treatment
753245,short_email,generic,10,Friday,US,0,0,0,Treatment
997755,long_email,personalized,14,Sunday,UK,6,0,0,Treatment
811547,short_email,personalized,4,Saturday,ES,6,0,0,Treatment
749412,long_email,generic,8,Wednesday,ES,4,0,0,Treatment
216264,short_email,generic,11,Wednesday,US,2,1,0,Treatment
621362,long_email,generic,3,Thursday,ES,4,0,0,Treatment
752024,long_email,personalized,4,Tuesday,US,10,0,0,Treatment
953633,short_email,personalized,10,Thursday,FR,1,0,0,Treatment
336766,short_email,generic,9,Monday,US,2,0,0,Treatment
453616,short_email,personalized,11,Sunday,US,0,0,0,Treatment
216377,short_email,generic,4,Saturday,US,4,0,0,Treatment
785407,short_email,generic,12,Thursday,UK,2,0,0,Treatment
177888,short_email,personalized,10,Saturday,US,4,0,0,Treatment
523066,long_email,personalized,5,Sunday,US,6,0,0,Treatment
491490,long_email,personalized,8,Thursday,US,2,0,0,Treatment
67360,long_email,personalized,12,Wednesday,US,5,0,0,Treatment
94491,long_email,personalized,14,Monday,US,4,0,0,Treatment
